country,region,year,planeDeaths
Sierra Leone,Africa,1977,0
Somalia,Africa,1977,0
South Africa,Africa,1977,0
South Korea,Asia,1977,0
Spain,Europe,1977,0
Sri Lanka,Asia,1977,0
Sudan,Africa,1977,0
Suriname,Americas,1977,0
Sweden,Europe,1977,0
Switzerland,Europe,1977,0
Tajikistan,Asia,1977,0
Tanzania,Africa,1977,0
Thailand,Asia,1977,0
Tunisia,Africa,1977,0
Turkey,Europe,1977,0
Ukraine,Europe,1977,0
United Arab Emirates,Asia,1977,0
United Kingdom,Europe,1977,0
United States,Americas,1977,0
Uruguay,Americas,1977,0
Uzbekistan,Asia,1977,0
Venezuela,Americas,1977,0
Vietnam,Asia,1977,0
Yemen,Asia,1977,0
Zambia,Africa,1977,0
Afghanistan,Asia,1978,0
Algeria,Africa,1978,0
Angola,Africa,1978,0
Argentina,Americas,1978,0
Armenia,Europe,1978,0
Australia,Asia,1978,0
Austria,Europe,1978,0
Azerbaijan,Europe,1978,0
Bahrain,Asia,1978,0
Belgium,Europe,1978,0
Benin,Africa,1978,0
Bolivia,Americas,1978,0
Bosnia and Herzegovina,Europe,1978,0
Brazil,Americas,1978,0
Bulgaria,Europe,1978,0
Cambodia,Asia,1978,0
Cameroon,Africa,1978,0
Canada,Americas,1978,43
Cape Verde,Africa,1978,0
Central African Republic,Africa,1978,0
Chile,Americas,1978,0
China,Asia,1978,0
Colombia,Americas,1978,0
Comoros,Africa,1978,0
"Congo, Dem. Rep.",Africa,1978,0
"Congo, Rep.",Africa,1978,0
Costa Rica,Americas,1978,0
Cote d'Ivoire,Africa,1978,0
Croatia,Europe,1978,0
Cuba,Americas,1978,0
Denmark,Europe,1978,0
Dominica,Americas,1978,0
Dominican Republic,Americas,1978,0
Ecuador,Americas,1978,0
Egypt,Africa,1978,0
El Salvador,Americas,1978,0
Equatorial Guinea,Africa,1978,0
Ethiopia,Africa,1978,0
Fiji,Asia,1978,0
France,Europe,1978,0
Gabon,Africa,1978,0
Georgia,Europe,1978,0
Germany,Europe,1978,0
Greece,Europe,1978,0
Guatemala,Americas,1978,0
Haiti,Americas,1978,0
Honduras,Americas,1978,0
Hungary,Europe,1978,0
India,Asia,1978,213
Indonesia,Asia,1978,0
Iran,Asia,1978,0
Iraq,Asia,1978,0
Ireland,Europe,1978,0
Israel,Asia,1978,0
Italy,Europe,1978,0
Japan,Asia,1978,0
Jordan,Asia,1978,0
Kazakhstan,Asia,1978,0
Kenya,Africa,1978,0
Kyrgyz Republic,Asia,1978,0
Lao,Asia,1978,0
Libya,Africa,1978,0
Luxembourg,Europe,1978,0
"Macedonia, FYR",Europe,1978,0
Madagascar,Africa,1978,0
Malaysia,Asia,1978,0
Maldives,Asia,1978,0
Mali,Africa,1978,0
Mauritania,Africa,1978,0
Mauritius,Africa,1978,0
Mexico,Americas,1978,0
Mongolia,Asia,1978,0
Morocco,Africa,1978,0
Mozambique,Africa,1978,0
Myanmar,Asia,1978,0
Nepal,Asia,1978,0
Netherlands,Europe,1978,0
New Zealand,Asia,1978,0
Nicaragua,Americas,1978,0
Niger,Africa,1978,0
Nigeria,Africa,1978,0
North Korea,Asia,1978,0
Norway,Europe,1978,0
Pakistan,Asia,1978,0
Panama,Americas,1978,0
Papua New Guinea,Asia,1978,0
Paraguay,Americas,1978,0
Peru,Americas,1978,0
Philippines,Asia,1978,0
Poland,Europe,1978,0
Portugal,Europe,1978,0
Romania,Europe,1978,0
Russia,Europe,1978,0
Saudi Arabia,Asia,1978,0
Senegal,Africa,1978,0
Sierra Leone,Africa,1978,0
Somalia,Africa,1978,0
South Africa,Africa,1978,0
South Korea,Asia,1978,0
Spain,Europe,1978,0
Sri Lanka,Asia,1978,0
Sudan,Africa,1978,0
Suriname,Americas,1978,0
Sweden,Europe,1978,0
Switzerland,Europe,1978,0
Tajikistan,Asia,1978,0
Tanzania,Africa,1978,0
Thailand,Asia,1978,0
Tunisia,Africa,1978,0
Turkey,Europe,1978,0
Ukraine,Europe,1978,0
United Arab Emirates,Asia,1978,0
United Kingdom,Europe,1978,0
United States,Americas,1978,144
Uruguay,Americas,1978,0
Uzbekistan,Asia,1978,0
Venezuela,Americas,1978,0
Vietnam,Asia,1978,0
Yemen,Asia,1978,0
Zambia,Africa,1978,0
Afghanistan,Asia,1979,0
Algeria,Africa,1979,0
Angola,Africa,1979,0
Argentina,Americas,1979,0
Armenia,Europe,1979,0
Australia,Asia,1979,0
Austria,Europe,1979,0
Azerbaijan,Europe,1979,0
Bahrain,Asia,1979,0
Belgium,Europe,1979,0
Benin,Africa,1979,0
Bolivia,Americas,1979,0
Bosnia and Herzegovina,Europe,1979,0
Brazil,Americas,1979,0
Bulgaria,Europe,1979,0
Cambodia,Asia,1979,0
Cameroon,Africa,1979,0
Canada,Americas,1979,17
Cape Verde,Africa,1979,0
Central African Republic,Africa,1979,0
Chile,Americas,1979,0
China,Asia,1979,0
Colombia,Americas,1979,0
Comoros,Africa,1979,0
"Congo, Dem. Rep.",Africa,1979,0
"Congo, Rep.",Africa,1979,0
Costa Rica,Americas,1979,0
Cote d'Ivoire,Africa,1979,0
Croatia,Europe,1979,0
Cuba,Americas,1979,0
Denmark,Europe,1979,0
Dominica,Americas,1979,0
Dominican Republic,Americas,1979,0
Ecuador,Americas,1979,0
Egypt,Africa,1979,0
El Salvador,Americas,1979,0
Equatorial Guinea,Africa,1979,0
Ethiopia,Africa,1979,0
Fiji,Asia,1979,0
France,Europe,1979,0
Gabon,Africa,1979,0
Georgia,Europe,1979,0
Germany,Europe,1979,0
Greece,Europe,1979,0
Guatemala,Americas,1979,0
Haiti,Americas,1979,0
Honduras,Americas,1979,0
Hungary,Europe,1979,0
India,Asia,1979,0
Indonesia,Asia,1979,0
Iran,Asia,1979,0
Iraq,Asia,1979,0
Ireland,Europe,1979,0
Israel,Asia,1979,0
Italy,Europe,1979,0
Japan,Asia,1979,0
Jordan,Asia,1979,0
Kazakhstan,Asia,1979,0
Kenya,Africa,1979,0
Kyrgyz Republic,Asia,1979,0
Lao,Asia,1979,0
Libya,Africa,1979,0
Luxembourg,Europe,1979,0
"Macedonia, FYR",Europe,1979,0
Madagascar,Africa,1979,0
Malaysia,Asia,1979,0
Maldives,Asia,1979,0
Mali,Africa,1979,0
Mauritania,Africa,1979,0
Mauritius,Africa,1979,0
Mexico,Americas,1979,0
Mongolia,Asia,1979,0
Morocco,Africa,1979,0
Mozambique,Africa,1979,0
Myanmar,Asia,1979,0
Nepal,Asia,1979,0
Netherlands,Europe,1979,0
New Zealand,Asia,1979,257
Nicaragua,Americas,1979,0
Niger,Africa,1979,0
Nigeria,Africa,1979,0
North Korea,Asia,1979,0
Norway,Europe,1979,0
Pakistan,Asia,1979,0
Panama,Americas,1979,0
Papua New Guinea,Asia,1979,0
Paraguay,Americas,1979,0
Peru,Americas,1979,0
Philippines,Asia,1979,0
Poland,Europe,1979,0
Portugal,Europe,1979,0
Romania,Europe,1979,0
Russia,Europe,1979,0
Saudi Arabia,Asia,1979,0
Senegal,Africa,1979,0
Sierra Leone,Africa,1979,0
Somalia,Africa,1979,0
South Africa,Africa,1979,0
South Korea,Asia,1979,0
Spain,Europe,1979,0
Sri Lanka,Asia,1979,0
Sudan,Africa,1979,0
Suriname,Americas,1979,0
Sweden,Europe,1979,0
Switzerland,Europe,1979,0
Tajikistan,Asia,1979,0
Tanzania,Africa,1979,0
Thailand,Asia,1979,0
Tunisia,Africa,1979,0
Turkey,Europe,1979,0
Ukraine,Europe,1979,0
United Arab Emirates,Asia,1979,0
United Kingdom,Europe,1979,0
United States,Americas,1979,0
Uruguay,Americas,1979,0
Uzbekistan,Asia,1979,0
Venezuela,Americas,1979,0
Vietnam,Asia,1979,0
Yemen,Asia,1979,0
Zambia,Africa,1979,0
Afghanistan,Asia,1980,0
Algeria,Africa,1980,0
Angola,Africa,1980,0
Argentina,Americas,1980,0
Armenia,Europe,1980,0
Australia,Asia,1980,0
Austria,Europe,1980,0
Azerbaijan,Europe,1980,0
Bahrain,Asia,1980,0
Belgium,Europe,1980,0
Benin,Africa,1980,0
Bolivia,Americas,1980,0
Bosnia and Herzegovina,Europe,1980,0
Brazil,Americas,1980,0
Bulgaria,Europe,1980,0
Cambodia,Asia,1980,0
Cameroon,Africa,1980,0
Canada,Americas,1980,0
Cape Verde,Africa,1980,0
Central African Republic,Africa,1980,0
Chile,Americas,1980,0
China,Asia,1980,0
Colombia,Americas,1980,0
Comoros,Africa,1980,0
"Congo, Dem. Rep.",Africa,1980,0
"Congo, Rep.",Africa,1980,0
Costa Rica,Americas,1980,0
Cote d'Ivoire,Africa,1980,0
Croatia,Europe,1980,0
Cuba,Americas,1980,0
Denmark,Europe,1980,0
Dominica,Americas,1980,0
Dominican Republic,Americas,1980,0
Ecuador,Americas,1980,0
Egypt,Africa,1980,0
El Salvador,Americas,1980,0
Equatorial Guinea,Africa,1980,0
Ethiopia,Africa,1980,0
Fiji,Asia,1980,0
France,Europe,1980,0
Gabon,Africa,1980,0
Georgia,Europe,1980,0
Germany,Europe,1980,0
Greece,Europe,1980,0
Guatemala,Americas,1980,0
Haiti,Americas,1980,0
Honduras,Americas,1980,0
Hungary,Europe,1980,0
India,Asia,1980,0
Indonesia,Asia,1980,0
Iran,Asia,1980,128
Iraq,Asia,1980,0
Ireland,Europe,1980,0
Israel,Asia,1980,0
Italy,Europe,1980,0
Japan,Asia,1980,0
Jordan,Asia,1980,0
Kazakhstan,Asia,1980,0
Kenya,Africa,1980,0
Kyrgyz Republic,Asia,1980,0
Lao,Asia,1980,0
Libya,Africa,1980,0
Luxembourg,Europe,1980,0
"Macedonia, FYR",Europe,1980,0
Madagascar,Africa,1980,0
Malaysia,Asia,1980,0
Maldives,Asia,1980,0
Mali,Africa,1980,0
Mauritania,Africa,1980,0
Mauritius,Africa,1980,0
Mexico,Americas,1980,0
Mongolia,Asia,1980,0
Morocco,Africa,1980,0
Mozambique,Africa,1980,0
Myanmar,Asia,1980,0
Nepal,Asia,1980,0
Netherlands,Europe,1980,0
New Zealand,Asia,1980,0
Nicaragua,Americas,1980,0
Niger,Africa,1980,0
Nigeria,Africa,1980,0
North Korea,Asia,1980,0
Norway,Europe,1980,0
Pakistan,Asia,1980,0
Panama,Americas,1980,0
Papua New Guinea,Asia,1980,0
Paraguay,Americas,1980,0
Peru,Americas,1980,0
Philippines,Asia,1980,0
Poland,Europe,1980,0
Portugal,Europe,1980,0
Romania,Europe,1980,0
Russia,Europe,1980,0
Saudi Arabia,Asia,1980,301
Senegal,Africa,1980,0
Sierra Leone,Africa,1980,0
Somalia,Africa,1980,0
South Africa,Africa,1980,0
South Korea,Asia,1980,0
Spain,Europe,1980,146
Sri Lanka,Asia,1980,0
Sudan,Africa,1980,0
Suriname,Americas,1980,0
Sweden,Europe,1980,0
Switzerland,Europe,1980,0
Tajikistan,Asia,1980,0
Tanzania,Africa,1980,0
Thailand,Asia,1980,0
Tunisia,Africa,1980,0
Turkey,Europe,1980,0
Ukraine,Europe,1980,0
United Arab Emirates,Asia,1980,0
United Kingdom,Europe,1980,0
United States,Americas,1980,0
Uruguay,Americas,1980,0
Uzbekistan,Asia,1980,0
Venezuela,Americas,1980,0
Vietnam,Asia,1980,0
Yemen,Asia,1980,0
Zambia,Africa,1980,0
Afghanistan,Asia,1981,0
Algeria,Africa,1981,0
Angola,Africa,1981,0
Argentina,Americas,1981,0
Armenia,Europe,1981,0
Australia,Asia,1981,0
Austria,Europe,1981,0
Azerbaijan,Europe,1981,0
Bahrain,Asia,1981,0
Belgium,Europe,1981,0
Benin,Africa,1981,0
Bolivia,Americas,1981,0
Bosnia and Herzegovina,Europe,1981,0
Brazil,Americas,1981,0
Bulgaria,Europe,1981,0
Cambodia,Asia,1981,0
Cameroon,Africa,1981,0
Canada,Americas,1981,0
Cape Verde,Africa,1981,0
Central African Republic,Africa,1981,0
Chile,Americas,1981,0
China,Asia,1981,0
Colombia,Americas,1981,0
Comoros,Africa,1981,0
"Congo, Dem. Rep.",Africa,1981,0
"Congo, Rep.",Africa,1981,0
Costa Rica,Americas,1981,0
Cote d'Ivoire,Africa,1981,0
Croatia,Europe,1981,0
Cuba,Americas,1981,0
Denmark,Europe,1981,0
Dominica,Americas,1981,0
Dominican Republic,Americas,1981,0
Ecuador,Americas,1981,0
Egypt,Africa,1981,0
El Salvador,Americas,1981,0
Equatorial Guinea,Africa,1981,0
Ethiopia,Africa,1981,0
Fiji,Asia,1981,0
France,Europe,1981,180
Gabon,Africa,1981,0
Georgia,Europe,1981,0
Germany,Europe,1981,0
Greece,Europe,1981,0
Guatemala,Americas,1981,0
Haiti,Americas,1981,0
Honduras,Americas,1981,0
Hungary,Europe,1981,0
India,Asia,1981,0
Indonesia,Asia,1981,0
Iran,Asia,1981,0
Iraq,Asia,1981,0
Ireland,Europe,1981,0
Israel,Asia,1981,0
Italy,Europe,1981,0
Japan,Asia,1981,0
Jordan,Asia,1981,0
Kazakhstan,Asia,1981,0
Kenya,Africa,1981,0
Kyrgyz Republic,Asia,1981,0
Lao,Asia,1981,0
Libya,Africa,1981,0
Luxembourg,Europe,1981,0
"Macedonia, FYR",Europe,1981,0
Madagascar,Africa,1981,0
Malaysia,Asia,1981,0
Maldives,Asia,1981,0
Mali,Africa,1981,0
Mauritania,Africa,1981,0
Mauritius,Africa,1981,0
Mexico,Americas,1981,0
Mongolia,Asia,1981,0
Morocco,Africa,1981,0
Mozambique,Africa,1981,0
Myanmar,Asia,1981,0
Nepal,Asia,1981,0
Netherlands,Europe,1981,0
New Zealand,Asia,1981,0
Nicaragua,Americas,1981,0
Niger,Africa,1981,0
Nigeria,Africa,1981,0
North Korea,Asia,1981,0
Norway,Europe,1981,0
Pakistan,Asia,1981,0
Panama,Americas,1981,0
Papua New Guinea,Asia,1981,0
Paraguay,Americas,1981,0
Peru,Americas,1981,0
Philippines,Asia,1981,0
Poland,Europe,1981,0
Portugal,Europe,1981,0
Romania,Europe,1981,0
Russia,Europe,1981,0
Saudi Arabia,Asia,1981,0
Senegal,Africa,1981,0
Sierra Leone,Africa,1981,0
Somalia,Africa,1981,0
South Africa,Africa,1981,0
South Korea,Asia,1981,0
Spain,Europe,1981,0
Sri Lanka,Asia,1981,0
Sudan,Africa,1981,0
Suriname,Americas,1981,0
Sweden,Europe,1981,0
Switzerland,Europe,1981,0
Tajikistan,Asia,1981,0
Tanzania,Africa,1981,0
Thailand,Asia,1981,0
Tunisia,Africa,1981,0
Turkey,Europe,1981,26
Ukraine,Europe,1981,0
United Arab Emirates,Asia,1981,0
United Kingdom,Europe,1981,0
United States,Americas,1981,0
Uruguay,Americas,1981,0
Uzbekistan,Asia,1981,0
Venezuela,Americas,1981,0
Vietnam,Asia,1981,0
Yemen,Asia,1981,0
Zambia,Africa,1981,0
Afghanistan,Asia,1982,0
Algeria,Africa,1982,0
Angola,Africa,1982,0
Argentina,Americas,1982,0
Armenia,Europe,1982,0
Australia,Asia,1982,0
Austria,Europe,1982,0
Azerbaijan,Europe,1982,0
Bahrain,Asia,1982,0
Belgium,Europe,1982,0
Benin,Africa,1982,0
Bolivia,Americas,1982,0
Bosnia and Herzegovina,Europe,1982,0
Brazil,Americas,1982,137
Bulgaria,Europe,1982,0
Cambodia,Asia,1982,0
Cameroon,Africa,1982,0
Canada,Americas,1982,0
Cape Verde,Africa,1982,0
Central African Republic,Africa,1982,0
Chile,Americas,1982,0
China,Asia,1982,112
Colombia,Americas,1982,0
Comoros,Africa,1982,0
"Congo, Dem. Rep.",Africa,1982,0
"Congo, Rep.",Africa,1982,0
Costa Rica,Americas,1982,0
Cote d'Ivoire,Africa,1982,0
Croatia,Europe,1982,0
Cuba,Americas,1982,0
Denmark,Europe,1982,0
Dominica,Americas,1982,0
Dominican Republic,Americas,1982,0
Ecuador,Americas,1982,0
Egypt,Africa,1982,0
El Salvador,Americas,1982,0
Equatorial Guinea,Africa,1982,0
Ethiopia,Africa,1982,0
Fiji,Asia,1982,0
France,Europe,1982,0
Gabon,Africa,1982,0
Georgia,Europe,1982,0
Germany,Europe,1982,0
Greece,Europe,1982,0
Guatemala,Americas,1982,0
Haiti,Americas,1982,0
Honduras,Americas,1982,0
Hungary,Europe,1982,0
India,Asia,1982,0
Indonesia,Asia,1982,0
Iran,Asia,1982,0
Iraq,Asia,1982,0
Ireland,Europe,1982,0
Israel,Asia,1982,0
Italy,Europe,1982,0
Japan,Asia,1982,24
Jordan,Asia,1982,0
Kazakhstan,Asia,1982,0
Kenya,Africa,1982,0
Kyrgyz Republic,Asia,1982,0
Lao,Asia,1982,0
Libya,Africa,1982,0
Luxembourg,Europe,1982,0
"Macedonia, FYR",Europe,1982,0
Madagascar,Africa,1982,0
Malaysia,Asia,1982,0
Maldives,Asia,1982,0
Mali,Africa,1982,0
Mauritania,Africa,1982,0
Mauritius,Africa,1982,0
Mexico,Americas,1982,0
Mongolia,Asia,1982,0
Morocco,Africa,1982,0
Mozambique,Africa,1982,0
Myanmar,Asia,1982,0
Nepal,Asia,1982,0
Netherlands,Europe,1982,0
New Zealand,Asia,1982,0
Nicaragua,Americas,1982,0
Niger,Africa,1982,0
Nigeria,Africa,1982,0
North Korea,Asia,1982,0
Norway,Europe,1982,0
Pakistan,Asia,1982,0
Panama,Americas,1982,0
Papua New Guinea,Asia,1982,0
Paraguay,Americas,1982,0
Peru,Americas,1982,0
Philippines,Asia,1982,0
Poland,Europe,1982,0
Portugal,Europe,1982,0
Romania,Europe,1982,0
Russia,Europe,1982,0
Saudi Arabia,Asia,1982,0
Senegal,Africa,1982,0
Sierra Leone,Africa,1982,0
Somalia,Africa,1982,0
South Africa,Africa,1982,0
South Korea,Asia,1982,0
Spain,Europe,1982,0
Sri Lanka,Asia,1982,0
Sudan,Africa,1982,0
Suriname,Americas,1982,0
Sweden,Europe,1982,0
Switzerland,Europe,1982,0
Tajikistan,Asia,1982,0
Tanzania,Africa,1982,0
Thailand,Asia,1982,0
Tunisia,Africa,1982,0
Turkey,Europe,1982,0
Ukraine,Europe,1982,0
United Arab Emirates,Asia,1982,0
United Kingdom,Europe,1982,0
United States,Americas,1982,153
Uruguay,Americas,1982,0
Uzbekistan,Asia,1982,0
Venezuela,Americas,1982,0
Vietnam,Asia,1982,0
Yemen,Asia,1982,0
Zambia,Africa,1982,0
Afghanistan,Asia,1983,0
Algeria,Africa,1983,0
Angola,Africa,1983,126
Argentina,Americas,1983,0
Armenia,Europe,1983,0
Australia,Asia,1983,0
Austria,Europe,1983,0
Azerbaijan,Europe,1983,0
Bahrain,Asia,1983,0
Belgium,Europe,1983,0
Benin,Africa,1983,0
Bolivia,Americas,1983,0
Bosnia and Herzegovina,Europe,1983,0
Brazil,Americas,1983,0
Bulgaria,Europe,1983,0
Cambodia,Asia,1983,0
Cameroon,Africa,1983,0
Canada,Americas,1983,0
Cape Verde,Africa,1983,0
Central African Republic,Africa,1983,0
Chile,Americas,1983,0
China,Asia,1983,10
Colombia,Americas,1983,16
Comoros,Africa,1983,0
"Congo, Dem. Rep.",Africa,1983,0
"Congo, Rep.",Africa,1983,0
Costa Rica,Americas,1983,0
Cote d'Ivoire,Africa,1983,0
Croatia,Europe,1983,0
Cuba,Americas,1983,0
Denmark,Europe,1983,0
Dominica,Americas,1983,0
Dominican Republic,Americas,1983,0
Ecuador,Americas,1983,119
Egypt,Africa,1983,0
El Salvador,Americas,1983,0
Equatorial Guinea,Africa,1983,0
Ethiopia,Africa,1983,0
Fiji,Asia,1983,0
France,Europe,1983,0
Gabon,Africa,1983,0
Georgia,Europe,1983,0
Germany,Europe,1983,0
Greece,Europe,1983,0
Guatemala,Americas,1983,0
Haiti,Americas,1983,0
Honduras,Americas,1983,0
Hungary,Europe,1983,0
India,Asia,1983,0
Indonesia,Asia,1983,0
Iran,Asia,1983,0
Iraq,Asia,1983,0
Ireland,Europe,1983,0
Israel,Asia,1983,0
Italy,Europe,1983,0
Japan,Asia,1983,0
Jordan,Asia,1983,0
Kazakhstan,Asia,1983,0
Kenya,Africa,1983,0
Kyrgyz Republic,Asia,1983,0
Lao,Asia,1983,0
Libya,Africa,1983,0
Luxembourg,Europe,1983,0
"Macedonia, FYR",Europe,1983,0
Madagascar,Africa,1983,0
Malaysia,Asia,1983,0
Maldives,Asia,1983,0
Mali,Africa,1983,0
Mauritania,Africa,1983,0
Mauritius,Africa,1983,0
Mexico,Americas,1983,0
Mongolia,Asia,1983,0
Morocco,Africa,1983,0
Mozambique,Africa,1983,0
Myanmar,Asia,1983,0
Nepal,Asia,1983,0
Netherlands,Europe,1983,0
New Zealand,Asia,1983,0
Nicaragua,Americas,1983,0
Niger,Africa,1983,0
Nigeria,Africa,1983,68
North Korea,Asia,1983,0
Norway,Europe,1983,0
Pakistan,Asia,1983,0
Panama,Americas,1983,0
Papua New Guinea,Asia,1983,0
Paraguay,Americas,1983,0
Peru,Americas,1983,0
Philippines,Asia,1983,0
Poland,Europe,1983,0
Portugal,Europe,1983,0
Romania,Europe,1983,0
Russia,Europe,1983,0
Saudi Arabia,Asia,1983,0
Senegal,Africa,1983,0
Sierra Leone,Africa,1983,0
Somalia,Africa,1983,0
South Africa,Africa,1983,0
South Korea,Asia,1983,0
Spain,Europe,1983,273
Sri Lanka,Asia,1983,0
Sudan,Africa,1983,0
Suriname,Americas,1983,0
Sweden,Europe,1983,0
Switzerland,Europe,1983,0
Tajikistan,Asia,1983,0
Tanzania,Africa,1983,0
Thailand,Asia,1983,0
Tunisia,Africa,1983,0
Turkey,Europe,1983,0
Ukraine,Europe,1983,0
United Arab Emirates,Asia,1983,112
United Kingdom,Europe,1983,0
United States,Americas,1983,0
Uruguay,Americas,1983,0
Uzbekistan,Asia,1983,0
Venezuela,Americas,1983,0
Vietnam,Asia,1983,0
Yemen,Asia,1983,0
Zambia,Africa,1983,0
Afghanistan,Asia,1984,0
Algeria,Africa,1984,0
Angola,Africa,1984,0
Argentina,Americas,1984,0
Armenia,Europe,1984,0
Australia,Asia,1984,0
Austria,Europe,1984,0
Azerbaijan,Europe,1984,0
Bahrain,Asia,1984,0
Belgium,Europe,1984,0
Benin,Africa,1984,0
Bolivia,Americas,1984,0
Bosnia and Herzegovina,Europe,1984,0
Brazil,Americas,1984,0
Bulgaria,Europe,1984,50
Cambodia,Asia,1984,0
Cameroon,Africa,1984,0
Canada,Americas,1984,0
Cape Verde,Africa,1984,0
Central African Republic,Africa,1984,0
Chile,Americas,1984,0
China,Asia,1984,0
Colombia,Americas,1984,0
Comoros,Africa,1984,0
"Congo, Dem. Rep.",Africa,1984,0
"Congo, Rep.",Africa,1984,0
Costa Rica,Americas,1984,0
Cote d'Ivoire,Africa,1984,0
Croatia,Europe,1984,0
Cuba,Americas,1984,0
Denmark,Europe,1984,0
Dominica,Americas,1984,0
Dominican Republic,Americas,1984,0
Ecuador,Americas,1984,60
Egypt,Africa,1984,21
El Salvador,Americas,1984,0
Equatorial Guinea,Africa,1984,0
Ethiopia,Africa,1984,0
Fiji,Asia,1984,0
France,Europe,1984,0
Gabon,Africa,1984,0
Georgia,Europe,1984,0
Germany,Europe,1984,0
Greece,Europe,1984,0
Guatemala,Americas,1984,0
Haiti,Americas,1984,0
Honduras,Americas,1984,0
Hungary,Europe,1984,0
India,Asia,1984,0
Indonesia,Asia,1984,0
Iran,Asia,1984,0
Iraq,Asia,1984,0
Ireland,Europe,1984,0
Israel,Asia,1984,0
Italy,Europe,1984,0
Japan,Asia,1984,0
Jordan,Asia,1984,0
Kazakhstan,Asia,1984,0
Kenya,Africa,1984,0
Kyrgyz Republic,Asia,1984,0
Lao,Asia,1984,0
Libya,Africa,1984,0
Luxembourg,Europe,1984,0
"Macedonia, FYR",Europe,1984,0
Madagascar,Africa,1984,0
Malaysia,Asia,1984,0
Maldives,Asia,1984,0
Mali,Africa,1984,0
Mauritania,Africa,1984,0
Mauritius,Africa,1984,0
Mexico,Americas,1984,0
Mongolia,Asia,1984,0
Morocco,Africa,1984,0
Mozambique,Africa,1984,0
Myanmar,Asia,1984,0
Nepal,Asia,1984,0
Netherlands,Europe,1984,0
New Zealand,Asia,1984,0
Nicaragua,Americas,1984,0
Niger,Africa,1984,0
Nigeria,Africa,1984,0
North Korea,Asia,1984,0
Norway,Europe,1984,0
Pakistan,Asia,1984,0
Panama,Americas,1984,0
Papua New Guinea,Asia,1984,0
Paraguay,Americas,1984,0
Peru,Americas,1984,21
Philippines,Asia,1984,0
Poland,Europe,1984,0
Portugal,Europe,1984,0
Romania,Europe,1984,0
Russia,Europe,1984,0
Saudi Arabia,Asia,1984,0
Senegal,Africa,1984,0
Sierra Leone,Africa,1984,0
Somalia,Africa,1984,0
South Africa,Africa,1984,0
South Korea,Asia,1984,0
Spain,Europe,1984,0
Sri Lanka,Asia,1984,0
Sudan,Africa,1984,0
Suriname,Americas,1984,0
Sweden,Europe,1984,0
Switzerland,Europe,1984,0
Tajikistan,Asia,1984,0
Tanzania,Africa,1984,0
Thailand,Asia,1984,0
Tunisia,Africa,1984,0
Turkey,Europe,1984,0
Ukraine,Europe,1984,0
United Arab Emirates,Asia,1984,0
United Kingdom,Europe,1984,0
United States,Americas,1984,0
Uruguay,Americas,1984,0
Uzbekistan,Asia,1984,0
Venezuela,Americas,1984,0
Vietnam,Asia,1984,0
Yemen,Asia,1984,0
Zambia,Africa,1984,0
Afghanistan,Asia,1985,0
Algeria,Africa,1985,0
Angola,Africa,1985,0
Argentina,Americas,1985,0
Armenia,Europe,1985,0
Australia,Asia,1985,0
Austria,Europe,1985,0
Azerbaijan,Europe,1985,0
Bahrain,Asia,1985,0
Belgium,Europe,1985,0
Benin,Africa,1985,0
Bolivia,Americas,1985,29
Bosnia and Herzegovina,Europe,1985,0
Brazil,Americas,1985,0
Bulgaria,Europe,1985,0
Cambodia,Asia,1985,0
Cameroon,Africa,1985,0
Canada,Americas,1985,256
Cape Verde,Africa,1985,0
Central African Republic,Africa,1985,0
Chile,Americas,1985,0
China,Asia,1985,38
Colombia,Americas,1985,39
Comoros,Africa,1985,0
"Congo, Dem. Rep.",Africa,1985,0
"Congo, Rep.",Africa,1985,0
Costa Rica,Americas,1985,0
Cote d'Ivoire,Africa,1985,0
Croatia,Europe,1985,0
Cuba,Americas,1985,0
Denmark,Europe,1985,0
Dominica,Americas,1985,0
Dominican Republic,Americas,1985,0
Ecuador,Americas,1985,0
Egypt,Africa,1985,0
El Salvador,Americas,1985,0
Equatorial Guinea,Africa,1985,0
Ethiopia,Africa,1985,0
Fiji,Asia,1985,0
France,Europe,1985,0
Gabon,Africa,1985,0
Georgia,Europe,1985,0
Germany,Europe,1985,0
Greece,Europe,1985,0
Guatemala,Americas,1985,0
Haiti,Americas,1985,0
Honduras,Americas,1985,21
Hungary,Europe,1985,0
India,Asia,1985,0
Indonesia,Asia,1985,0
Iran,Asia,1985,0
Iraq,Asia,1985,0
Ireland,Europe,1985,329
Israel,Asia,1985,0
Italy,Europe,1985,0
Japan,Asia,1985,520
Jordan,Asia,1985,0
Kazakhstan,Asia,1985,0
Kenya,Africa,1985,0
Kyrgyz Republic,Asia,1985,0
Lao,Asia,1985,0
Libya,Africa,1985,0
Luxembourg,Europe,1985,0
"Macedonia, FYR",Europe,1985,0
Madagascar,Africa,1985,0
Malaysia,Asia,1985,0
Maldives,Asia,1985,0
Mali,Africa,1985,51
Mauritania,Africa,1985,0
Mauritius,Africa,1985,0
Mexico,Americas,1985,0
Mongolia,Asia,1985,0
Morocco,Africa,1985,0
Mozambique,Africa,1985,0
Myanmar,Asia,1985,0
Nepal,Asia,1985,0
Netherlands,Europe,1985,0
New Zealand,Asia,1985,0
Nicaragua,Americas,1985,0
Niger,Africa,1985,0
Nigeria,Africa,1985,0
North Korea,Asia,1985,0
Norway,Europe,1985,0
Pakistan,Asia,1985,0
